d1,type,d2
DB00751,0,DB00227
DB01156,0,DB00091
DB00544,0,DB01177
DB00490,0,DB01075
DB01254,0,DB00254
DB00257,0,DB00603
DB05812,0,DB00471
DB01175,0,DB01241
DB00199,0,DB00773
DB01211,0,DB09198
DB13074,0,DB01149
DB00199,0,DB00281
DB00343,0,DB00773
DB00472,0,DB01167
DB01274,0,DB00333
DB00176,0,DB01110
DB01259,0,DB00688
DB01426,0,DB00496
DB06626,0,DB00472
DB00898,0,DB00951
DB01429,0,DB00482
DB00281,0,DB00379
DB06292,0,DB00254
DB01120,0,DB01029
DB00327,0,DB00678
DB00195,0,DB00490
DB01151,0,DB01191
DB00257,0,DB01016
DB06210,0,DB09198
DB05219,0,DB00216
DB00636,0,DB01149
DB01075,0,DB01206
DB00320,0,DB12010
DB01151,0,DB00683
DB01151,0,DB00327
DB01151,0,DB00836
DB05812,0,DB03756
DB00195,0,DB01026
DB09167,0,DB00370
DB00835,0,DB00678
DB00446,0,DB13952
DB04840,0,DB00458
DB00215,0,DB13874
DB00332,0,DB00264
DB13874,0,DB04871
DB00889,0,DB00458
DB06403,0,DB00501
DB00477,0,DB00805
DB00477,0,DB00674
DB01118,0,DB00749
DB00215,0,DB01016
DB06016,0,DB00907
DB00758,0,DB00531
DB00672,0,DB00257
DB00496,0,DB01218
DB01118,0,DB00448
DB05812,0,DB00371
DB00476,0,DB01206
DB01095,0,DB00458
DB00188,0,DB00647
DB00612,0,DB01149
DB00612,0,DB01151
DB00289,0,DB06772
DB00091,0,DB00199
DB00283,0,DB00947
DB00176,0,DB09262
DB00949,0,DB00619
DB03128,0,DB01403
DB05541,0,DB04855
DB00783,0,DB01171
DB00518,0,DB00201
DB00672,0,DB01029
DB01242,0,DB06148
DB01274,0,DB06413
DB09167,0,DB01228
DB00783,0,DB00544
DB00254,0,DB00683
DB00169,0,DB06701
DB00696,0,DB06595
DB00748,0,DB04855
DB01211,0,DB11737
DB00446,0,DB05246
DB08865,0,DB01002
DB04855,0,DB01235
DB00501,0,DB00176
DB00655,0,DB01097
DB00207,0,DB04871
DB00678,0,DB00333
DB01194,0,DB00257
DB01195,0,DB00622
DB00207,0,DB00758
DB01211,0,DB00379
DB01159,0,DB01029
DB00321,0,DB01149
DB00568,0,DB01242
DB01196,0,DB01167
DB04574,0,DB00176
DB05219,0,DB01544
DB01118,0,DB01228
DB00501,0,DB01159
DB00215,0,DB00470
DB06702,0,DB00270
DB01211,0,DB00451
DB00283,0,DB00280
DB00320,0,DB13956
DB01396,0,DB00343
DB00672,0,DB09198
DB00320,0,DB00808
DB00501,0,DB01065
DB01242,0,DB00091
DB08865,0,DB00690
DB12483,0,DB00254
DB00169,0,DB00455
DB01228,0,DB00472
DB03128,0,DB00476
DB00320,0,DB01159
DB06413,0,DB00371
DB00843,0,DB00476
DB00612,0,DB00458
DB00921,0,DB00254
DB06605,0,DB01241
DB06413,0,DB00849
DB00758,0,DB00320
DB00283,0,DB01380
DB00091,0,DB00949
DB00188,0,DB01101
DB06626,0,DB00320
DB01118,0,DB00688
DB00477,0,DB00514
DB01118,0,DB00784
DB06292,0,DB01097
DB01181,0,DB01259
DB00969,0,DB09198
DB13955,0,DB00745
DB00195,0,DB06701
DB01211,0,DB00602
DB00363,0,DB01149
DB00176,0,DB06725
DB11817,0,DB01149
DB01194,0,DB00343
DB01242,0,DB00379
DB01211,0,DB00514
DB00289,0,DB01149
DB00283,0,DB00455
DB00316,0,DB01167
DB00918,0,DB00496
DB00714,0,DB01171
DB01211,0,DB00586
DB00199,0,DB08906
DB13954,0,DB01023
DB09555,0,DB04871
DB01244,0,DB00215
DB04855,0,DB01196
DB00584,0,DB01167
DB06403,0,DB01241
DB00320,0,DB00724
DB00514,0,DB01403
DB01576,0,DB00472
DB00672,0,DB01241
DB00972,0,DB04855
DB01396,0,DB00227
DB09167,0,DB00674
DB00829,0,DB01149
DB00257,0,DB01196
DB01118,0,DB00317
DB01418,0,DB09119
DB12010,0,DB00270
DB00283,0,DB09555
DB00188,0,DB00602
DB00343,0,DB01018
DB00333,0,DB06148
DB00316,0,DB00257
DB00169,0,DB00332
DB00783,0,DB01023
DB00865,0,DB00215
DB01219,0,DB00199
DB05812,0,DB00749
DB08907,0,DB01026
DB00283,0,DB01235
DB00327,0,DB00622
DB01429,0,DB00169
DB00356,0,DB00333
DB01118,0,DB00185
DB00501,0,DB00934
DB01211,0,DB00622
DB09167,0,DB04574
DB05219,0,DB08899
DB08893,0,DB00731
DB06738,0,DB01259
DB01118,0,DB00180
DB01118,0,DB01357
DB00254,0,DB00834
DB09231,0,DB00343
DB01095,0,DB01009
DB00835,0,DB01012
DB00568,0,DB00544
DB00289,0,DB00916
DB00320,0,DB13955
DB01097,0,DB00455
DB00983,0,DB00951
DB00455,0,DB01149
DB00091,0,DB01175
DB00758,0,DB00458
DB00568,0,DB01029
DB00215,0,DB01050
DB01075,0,DB01171
DB09167,0,DB00916
DB00604,0,DB00745
DB00257,0,DB01396
DB09119,0,DB00264
DB00343,0,DB04835
DB08875,0,DB06595
DB00297,0,DB00091
DB00254,0,DB00584
DB00270,0,DB01167
DB00619,0,DB00281
DB00327,0,DB09198
DB01118,0,DB00977
DB01118,0,DB01403
DB01068,0,DB00091
DB01097,0,DB00471
DB00261,0,DB00379
DB00289,0,DB09195
DB00270,0,DB06595
DB01184,0,DB00997
DB00482,0,DB00590
DB05219,0,DB01095
DB11737,0,DB00270
DB08875,0,DB00270
DB00316,0,DB00544
DB09167,0,DB00889
DB01211,0,DB00907
DB01159,0,DB00270
DB00245,0,DB01156
DB00608,0,DB01259
DB00402,0,DB01167
DB09195,0,DB00264
DB01175,0,DB00619
DB09223,0,DB00619
DB00757,0,DB01167
DB05219,0,DB00544
DB00245,0,DB00188
DB06413,0,DB00363
DB01118,0,DB01248
DB05812,0,DB14011
DB00921,0,DB00608
DB01241,0,DB00455
DB01156,0,DB00521
DB00446,0,DB01320
DB01223,0,DB00188
DB01274,0,DB01156
DB01240,0,DB01029
DB05812,0,DB11560
DB00866,0,DB01151
DB01196,0,DB01149
DB00215,0,DB01167
DB08875,0,DB00257
DB00381,0,DB00619
DB01435,0,DB00289
DB00289,0,DB04835
DB00757,0,DB00951
DB00822,0,DB01026
DB00924,0,DB01026
DB01118,0,DB01068
DB00283,0,DB01242
DB09119,0,DB08918
DB00215,0,DB01466
DB00316,0,DB01101
DB00283,0,DB08912
DB00568,0,DB01095
DB04855,0,DB00783
DB01016,0,DB00951
DB01156,0,DB00933
DB00270,0,DB01026
DB00612,0,DB00176
DB00477,0,DB04840
DB01559,0,DB01151
DB00188,0,DB00843
DB00270,0,DB00836
DB00972,0,DB01023
DB01466,0,DB00264
DB00356,0,DB09167
DB00476,0,DB01577
DB06413,0,DB00748
DB00363,0,DB04871
DB00477,0,DB04841
DB05676,0,DB04855
DB05219,0,DB00370
DB00568,0,DB00281
DB00091,0,DB00983
DB01118,0,DB13955
DB00281,0,DB06595
DB00496,0,DB00514
DB00363,0,DB00216
DB00499,0,DB00745
DB01393,0,DB00619
DB09167,0,DB14011
DB01211,0,DB01241
DB00356,0,DB08865
DB06016,0,DB01211
DB00185,0,DB01211
DB00758,0,DB08865
DB05812,0,DB00307
DB01211,0,DB00363
DB00199,0,DB01026
DB00802,0,DB00283
DB01012,0,DB00363
DB09167,0,DB00458
DB00758,0,DB01095
DB01559,0,DB00270
DB01097,0,DB09198
DB00678,0,DB00788
DB01418,0,DB00289
DB00477,0,DB01107
DB00458,0,DB00379
DB00257,0,DB08868
DB01296,0,DB09198
DB00215,0,DB00933
DB06413,0,DB01558
DB00091,0,DB01120
DB08875,0,DB01101
DB01101,0,DB00758
DB01241,0,DB01018
DB01101,0,DB00333
DB00188,0,DB00136
DB05219,0,DB04841
DB04920,0,DB00379
DB09555,0,DB00199
DB00477,0,DB08893
DB06210,0,DB00678
DB05351,0,DB00745
DB00835,0,DB00608
DB08907,0,DB00176
DB00363,0,DB00254
DB00619,0,DB11828
DB01026,0,DB00598
DB00381,0,DB00199
DB00091,0,DB00270
DB00829,0,DB00544
DB00207,0,DB01028
DB00270,0,DB00602
DB00176,0,DB00328
DB00356,0,DB00951
DB00176,0,DB00889
DB11817,0,DB00091
DB00496,0,DB00295
DB00188,0,DB00332
DB00796,0,DB00322
DB00091,0,DB00317
DB00321,0,DB01095
DB00477,0,DB06595
DB00546,0,DB04855
DB00343,0,DB00324
DB01244,0,DB09039
DB01241,0,DB01050
DB00363,0,DB00332
DB08868,0,DB00227
DB00289,0,DB01114
DB05541,0,DB01026
DB06626,0,DB08865
DB00530,0,DB00270
DB01211,0,DB01559
DB00091,0,DB06789
DB00501,0,DB01149
DB08932,0,DB01171
DB01418,0,DB00281
DB00343,0,DB00455
DB00921,0,DB01241
DB00496,0,DB00751
DB00907,0,DB00254
DB00343,0,DB00678
DB01206,0,DB04871
DB00907,0,DB01235
DB09119,0,DB00458
DB00321,0,DB00758
DB01435,0,DB00254
DB00758,0,DB00254
DB00289,0,DB00422
DB00254,0,DB00588
DB01012,0,DB00295
DB01429,0,DB00608
DB01012,0,DB01107
DB00182,0,DB00257
DB06595,0,DB00461
DB00619,0,DB00622
DB00502,0,DB00619
DB00289,0,DB06282
DB01101,0,DB00222
DB00188,0,DB01587
DB04855,0,DB01171
DB01094,0,DB00281
DB01228,0,DB00176
DB00822,0,DB01149
DB00283,0,DB00281
DB00367,0,DB00227
DB00176,0,DB00371
DB01050,0,DB01026
DB00188,0,DB08865
DB00672,0,DB05219
DB00736,0,DB00849
DB01223,0,DB06595
DB00843,0,DB00472
DB00289,0,DB00169
DB00169,0,DB00227
DB00176,0,DB01159
DB00283,0,DB00745
DB00655,0,DB01149
DB00736,0,DB00927
DB01156,0,DB00185
DB00608,0,DB01235
DB00482,0,DB01026
DB14011,0,DB00622
DB05812,0,DB00222
DB00257,0,DB01628
DB00188,0,DB06700
DB00289,0,DB08893
DB09123,0,DB00320
DB05219,0,DB01283
DB06736,0,DB01095
DB00257,0,DB01466
DB00363,0,DB00199
DB04855,0,DB00153
DB01016,0,DB01097
DB01029,0,DB00814
DB00619,0,DB06595
DB06016,0,DB00215
DB01029,0,DB00448
DB00757,0,DB09167
DB01118,0,DB00321
DB00289,0,DB01215
DB08865,0,DB04845
DB00320,0,DB00603
DB09123,0,DB00199
DB00207,0,DB00091
DB01242,0,DB00933
DB00568,0,DB00215
DB01274,0,DB00322
DB00343,0,DB00762
DB01067,0,DB00227
DB00199,0,DB04871
DB00757,0,DB06595
DB01559,0,DB00619
DB00091,0,DB00222
DB05812,0,DB05351
DB05219,0,DB08918
DB00266,0,DB09198
DB00283,0,DB00367
DB00188,0,DB00091
DB06413,0,DB00328
DB00188,0,DB01215
DB00518,0,DB00176
DB00363,0,DB00951
DB06403,0,DB00622
DB00907,0,DB00674
DB00458,0,DB00622
DB00502,0,DB01206
DB00320,0,DB01183
DB00289,0,DB09198
DB01241,0,DB00731
DB01095,0,DB01357
DB01191,0,DB04871
DB01095,0,DB09198
DB05676,0,DB00283
DB06701,0,DB00476
DB00514,0,DB09119
DB03128,0,DB00907
DB01118,0,DB00724
DB00297,0,DB00257
DB00176,0,DB00688
DB01118,0,DB00370
DB00240,0,DB00199
DB09039,0,DB00751
DB01156,0,DB01029
DB00593,0,DB00176
DB00748,0,DB01167
DB00400,0,DB00678
DB00169,0,DB06725
DB00472,0,DB01065
DB00188,0,DB00356
DB00091,0,DB00889
DB00544,0,DB01283
DB00969,0,DB00678
DB00176,0,DB01071
DB01118,0,DB00169
DB00637,0,DB00264
DB08865,0,DB00898
DB01228,0,DB01026
DB00169,0,DB00295
DB00307,0,DB04855
DB06203,0,DB00169
DB01018,0,DB00619
DB00185,0,DB00343
DB01274,0,DB00257
DB13874,0,DB01171
DB00543,0,DB00951
DB00477,0,DB01211
DB12161,0,DB00281
DB00736,0,DB13956
DB04841,0,DB04871
DB01396,0,DB04855
DB00322,0,DB01181
DB00751,0,DB00622
DB00316,0,DB00207
DB00835,0,DB00270
DB01355,0,DB01029
DB00521,0,DB00169
DB08906,0,DB00176
DB00207,0,DB01558
DB00207,0,DB01283
DB11817,0,DB00257
DB00835,0,DB01151
DB06413,0,DB00502
DB09167,0,DB00502
DB12161,0,DB00176
DB01067,0,DB00270
DB04855,0,DB01110
DB09026,0,DB08865
DB00531,0,DB01023
DB01118,0,DB00674
DB00201,0,DB00257
DB00289,0,DB09123
DB00477,0,DB00751
DB00531,0,DB00199
DB00169,0,DB05381
DB00751,0,DB01403
DB01002,0,DB00227
DB00254,0,DB00370
DB00169,0,DB00471
DB00482,0,DB13953
DB00188,0,DB00814
DB00608,0,DB00934
DB00363,0,DB00496
DB01544,0,DB01167
DB00257,0,DB00762
DB00590,0,DB06595
DB00201,0,DB00907
DB00927,0,DB01171
DB03756,0,DB01026
DB00254,0,DB01006
DB00343,0,DB00458
DB00544,0,DB01018
DB00328,0,DB01026
DB00201,0,DB06595
DB01426,0,DB00283
DB00091,0,DB06282
DB01026,0,DB00745
DB00195,0,DB09048
DB00289,0,DB01107
DB01403,0,DB01171
DB00254,0,DB13953
DB06413,0,DB00586
DB00195,0,DB00530
DB01023,0,DB08918
DB00502,0,DB00934
DB00502,0,DB01171
DB03756,0,DB09198
DB01259,0,DB00836
DB00188,0,DB00951
DB00381,0,DB00188
DB00188,0,DB00628
DB00195,0,DB01114
DB00546,0,DB00199
DB00694,0,DB00254
DB08868,0,DB00333
DB00176,0,DB00916
DB01026,0,DB01403
DB04855,0,DB00977
DB00521,0,DB00257
DB00289,0,DB00990
DB00257,0,DB00983
DB00322,0,DB00678
DB00972,0,DB09119
DB01012,0,DB13874
DB11737,0,DB06595
DB08893,0,DB00622
DB06413,0,DB01544
DB00356,0,DB04855
DB09053,0,DB00264
DB09167,0,DB01067
DB00270,0,DB00683
DB00276,0,DB00608
DB01576,0,DB00476
DB00446,0,DB00328
DB01142,0,DB00951
DB00496,0,DB00370
DB08865,0,DB01259
DB01068,0,DB00320
DB06413,0,DB00343
DB01211,0,DB00502
DB00530,0,DB00264
DB00371,0,DB00745
DB00390,0,DB00254
DB00619,0,DB01006
DB00215,0,DB00694
DB00227,0,DB06710
DB01393,0,DB00176
DB00845,0,DB00199
DB06777,0,DB00619
DB09167,0,DB01097
DB01142,0,DB00502
DB00918,0,DB00608
DB00254,0,DB00402
DB00672,0,DB00322
DB00934,0,DB06595
DB00333,0,DB01107
DB00951,0,DB01107
DB00320,0,DB05039
DB00254,0,DB00674
DB00496,0,DB00589
DB00829,0,DB09167
DB00972,0,DB00195
DB00866,0,DB09167
DB12483,0,DB01149
DB00283,0,DB05351
DB00448,0,DB01171
DB00188,0,DB00773
DB05351,0,DB00472
DB00471,0,DB00622
DB06016,0,DB00199
DB00501,0,DB13954
DB00518,0,DB01149
DB00195,0,DB00363
DB00501,0,DB00843
DB01118,0,DB01114
DB01156,0,DB01195
DB01559,0,DB01026
DB01159,0,DB00333
DB01244,0,DB01156
DB00843,0,DB04871
DB00283,0,DB08868
DB00215,0,DB04840
DB00949,0,DB01167
DB00185,0,DB06595
DB08865,0,DB13874
DB00972,0,DB00446
DB08865,0,DB01466
DB00476,0,DB13874
DB00289,0,DB04845
DB00169,0,DB01050
DB01228,0,DB00622
DB09167,0,DB01029
DB13956,0,DB00270
DB00245,0,DB00482
DB00307,0,DB01149
DB01101,0,DB13956
DB00176,0,DB12010
DB00647,0,DB01149
DB00091,0,DB01127
DB08865,0,DB01126
DB01012,0,DB01577
DB00185,0,DB01149
DB13874,0,DB00619
DB00829,0,DB00199
DB04871,0,DB01577
DB00458,0,DB01149
DB00091,0,DB01126
DB09555,0,DB01149
DB09061,0,DB00176
DB01241,0,DB01065
DB01026,0,DB01183
DB00612,0,DB00496
DB00836,0,DB08893
DB05219,0,DB01171
DB09167,0,DB01142
DB01118,0,DB00921
DB09061,0,DB00745
DB00446,0,DB01175
DB00169,0,DB00270
DB09053,0,DB04871
DB00227,0,DB06595
DB01241,0,DB01149
DB13955,0,DB00472
DB00343,0,DB00643
DB00849,0,DB00745
DB00477,0,DB13874
DB00751,0,DB06595
DB01191,0,DB09039
DB00176,0,DB00808
DB00091,0,DB11560
DB00363,0,DB00281
DB09223,0,DB00091
DB13955,0,DB00678
DB00283,0,DB01227
DB00283,0,DB01028
DB06216,0,DB00257
DB01023,0,DB06738
DB00091,0,DB04871
DB06605,0,DB00169
DB00227,0,DB13074
DB00694,0,DB00379
DB00608,0,DB01403
DB06777,0,DB00227
DB00988,0,DB01029
DB00748,0,DB01095
DB01244,0,DB01026
DB00477,0,DB01191
DB00458,0,DB06148
DB01118,0,DB01097
DB01050,0,DB00745
DB01151,0,DB00829
DB00283,0,DB00751
DB00477,0,DB00091
DB04841,0,DB00281
DB01223,0,DB01026
DB08907,0,DB00091
DB09223,0,DB01149
DB00283,0,DB00916
DB01396,0,DB00254
DB00998,0,DB09198
DB00531,0,DB00343
DB00869,0,DB04855
DB00182,0,DB00477
DB01211,0,DB00916
DB08865,0,DB01227
DB04871,0,DB00622
DB06292,0,DB04855
DB01016,0,DB01026
DB01012,0,DB00502
DB06413,0,DB01018
DB08865,0,DB00772
DB09061,0,DB00446
DB00245,0,DB01151
DB00091,0,DB00295
DB00499,0,DB01026
DB08932,0,DB00745
DB01559,0,DB01149
DB01233,0,DB00622
DB00320,0,DB06702
DB01075,0,DB00379
DB01136,0,DB00215
DB00280,0,DB00619
DB01197,0,DB00477
DB00257,0,DB00153
DB00207,0,DB00254
DB00482,0,DB00843
DB00612,0,DB01156
DB00199,0,DB01628
DB08865,0,DB00753
DB00949,0,DB01026
DB00188,0,DB01227
DB01136,0,DB01211
DB01241,0,DB01177
DB00199,0,DB00898
DB00207,0,DB00917
DB00458,0,DB00227
DB00169,0,DB00784
DB00289,0,DB00951
DB00254,0,DB04574
DB01118,0,DB13874
DB00207,0,DB00356
DB05812,0,DB01167
DB00835,0,DB05219
DB00257,0,DB05351
DB00091,0,DB01159
DB01023,0,DB01221
DB01118,0,DB00490
DB00363,0,DB01023
DB12001,0,DB00254
DB12267,0,DB01149
DB01274,0,DB00227
DB01075,0,DB01466
DB00835,0,DB01095
DB00998,0,DB00379
DB04946,0,DB04871
DB00866,0,DB00496
DB08865,0,DB00317
DB00546,0,DB00736
DB00673,0,DB09198
DB00477,0,DB08918
DB00477,0,DB01466
DB12267,0,DB01259
DB00215,0,DB01002
DB11737,0,DB00227
DB00482,0,DB04871
DB00297,0,DB00176
DB01435,0,DB00622
DB01151,0,DB00199
DB00608,0,DB01233
DB01023,0,DB00295
DB00182,0,DB00195
DB01075,0,DB00951
DB01435,0,DB09039
DB00395,0,DB00745
DB06292,0,DB00472
DB01244,0,DB01151
DB00836,0,DB06595
DB01101,0,DB01171
DB01435,0,DB00379
DB00169,0,DB04840
DB00918,0,DB06595
DB01355,0,DB01149
DB09198,0,DB06725
DB00521,0,DB00283
DB00482,0,DB06595
DB00783,0,DB01241
DB00694,0,DB04855
DB00924,0,DB09039
DB00612,0,DB01211
DB00257,0,DB00731
DB01431,0,DB00289
DB01142,0,DB09198
DB05541,0,DB00254
DB00586,0,DB01029
DB06292,0,DB00320
DB00496,0,DB00216
DB13874,0,DB00270
DB01114,0,DB00472
DB04855,0,DB01355
DB01039,0,DB00176
DB00604,0,DB06595
DB00619,0,DB00332
DB01156,0,DB01075
DB04841,0,DB00472
DB01466,0,DB00502
DB00924,0,DB00281
DB05812,0,DB01240
DB01118,0,DB00898
DB01118,0,DB00949
DB01016,0,DB01171
DB01029,0,DB09048
DB13955,0,DB06595
DB08865,0,DB00176
DB00215,0,DB00333
DB13874,0,DB01167
DB03128,0,DB00289
DB01206,0,DB00333
DB00266,0,DB00176
DB00091,0,DB00281
DB01587,0,DB01149
DB00395,0,DB00951
DB00182,0,DB01012
DB00207,0,DB01136
DB00207,0,DB00998
DB00176,0,DB06148
DB00521,0,DB09167
DB01118,0,DB04841
DB08865,0,DB00829
DB00482,0,DB01075
DB00356,0,DB00822
DB01211,0,DB00741
DB00169,0,DB01167
DB00758,0,DB01151
DB00343,0,DB00836
DB00176,0,DB01227
DB00363,0,DB00934
DB01211,0,DB00333
DB09555,0,DB00227
DB00589,0,DB01171
DB04855,0,DB01107
DB01118,0,DB00748
DB08868,0,DB04871
DB00951,0,DB00422
DB00169,0,DB00849
DB06016,0,DB04871
DB00091,0,DB00655
DB00496,0,DB01184
DB01012,0,DB00227
DB00188,0,DB12010
DB00257,0,DB01094
DB01418,0,DB08865
DB00590,0,DB09039
DB01095,0,DB01171
DB05812,0,DB08932
DB00289,0,DB00762
DB01136,0,DB00907
DB00749,0,DB01095
DB00518,0,DB09198
DB00482,0,DB00924
DB00091,0,DB08932
DB08865,0,DB00959
DB00188,0,DB04835
DB00363,0,DB00530
DB00921,0,DB01149
DB00257,0,DB00266
DB00215,0,DB00917
DB00289,0,DB00748
DB01101,0,DB01240
DB00176,0,DB00270
DB05812,0,DB00796
DB05381,0,DB01097
DB00281,0,DB00678
DB01274,0,DB00496
DB00647,0,DB00199
DB01244,0,DB00472
DB00690,0,DB01167
DB09039,0,DB01577
DB01242,0,DB09053
DB01151,0,DB06710
DB01159,0,DB01026
DB00333,0,DB06595
DB00176,0,DB01028
DB11817,0,DB04855
DB12001,0,DB04855
DB00257,0,DB01233
